words,lang
மாற்றியமைத்தல்,ta
பரிந்துரைகளின்,ta
பரிமாற்றத்,ta
கலப்பு,ta
மூலப்,ta
முறைமை,ta
பூகோள,ta
ஆயுதப்படைகள்,ta
வறுமைக்,ta
வழிபாடு,ta
பாலஸ்தீன,ta
வரம்புகள்,ta
காந்திநகரில்,ta
மாநாட்டின்போது,ta
ஊர்,ta
ஆராயும்,ta
நண்பர்களுக்கும்,ta
மண்வள,ta
மாற்றப்பட்டு,ta
மருத்துவத்தில்,ta
வரப்படும்,ta
செல்லப்படும்,ta
தெளிவு,ta
ஒன்றைக்,ta
கிழக்கத்திய,ta
முழுத்,ta
அறிவுப்,ta
முதலீட்டாளர்களின்,ta
விமானப்போக்குவரத்து,ta
அங்கீகரித்து,ta
ஏற்படுத்துவதுடன்,ta
திகழ்வதாக,ta
அலைகள்,ta
துறைகளுக்கும்,ta
கோடியைத்,ta
ஊடகங்களுக்கு,ta
பணித்,ta
பழமையானது,ta
முடிப்பதற்கு,ta
வளர்க்கவும்,ta
இயக்கத்துடன்,ta
கடை,ta
பணிகளைச்,ta
ஊழியர்களை,ta
மொழிகளிலும்,ta
டுவிட்டரில்,ta
தொடக்கத்தை,ta
மெதுவாக,ta
தவான்,ta
கடனைத்,ta
ஏழ்மை,ta
ஒப்பந்தங்களின்,ta
செயல்பாடுகளைக்,ta
புதுப்பித்தல்,ta
குறைதீர்வு,ta
தள,ta
துவங்கி,ta
வழங்குவதும்,ta
குறைப்பதில்,ta
வட்டமேஜை,ta
அமெரிக்காவும்,ta
நட்புறவின்,ta
விரிவுபடுத்துவதற்கான,ta
பறவை,ta
ஏற்படுத்தப்பட்டுள்ளன,ta
ஒருவேளை,ta
மேம்பாடுகள்,ta
அனுபவத்தின்,ta
தன்மையைக்,ta
உருவானது,ta
வரவேற்று,ta
பொருந்தாது,ta
குறிப்பிட்டுள்ளது,ta
வாக்குறுதியை,ta
இருக்குமாறு,ta
பிரதமர்கள்,ta
ஒத்துழைப்பது,ta
சுரேந்திர,ta
பறக்கும்,ta
மரியாதையையும்,ta
மாநிலமான,ta
பொருளாதாரங்களில்,ta
இடையூறுகளை,ta
அமைச்சகங்களும்,ta
சாதாரணமாக,ta
பெறுவர்,ta
சாத்தியமாகியுள்ளது,ta
விவசாயத்தின்,ta
வரலாற்றுப்,ta
சிறப்பை,ta
சோளம்,ta
குறைத்துள்ளது,ta
திறனாளிகளுக்கான,ta
மழைக்கால,ta
விவாதங்களில்,ta
வியத்தகு,ta
நெரிசலைக்,ta
சங்கங்களின்,ta
அளிப்பதும்,ta
தொடர்புக்,ta
அகன்ற,ta
நிறைவேற்றுவதற்கு,ta
ஹெச்,ta
அதிகரிக்கப்படும்,ta
மீட்டு,ta
குறிப்பிடப்பட்ட,ta
பலவற்றை,ta
என்றென்றும்,ta
விஞ்ஞானிகளும்,ta
வகைகளிலும்,ta
பங்களிப்புகள்,ta
வழக்கறிஞர்,ta
அணுகும்,ta
சிறப்பாகக்,ta
பொதுக்கூட்டத்தில்,ta
இலக்காகும்,ta
டெங்கு,ta
எதிர்நோக்கியுள்ள,ta
அதிகரிக்கப்பட்டு,ta
உறுதிப்படுத்தவும்,ta
உணர்வோடு,ta
இடத்தின்,ta
கட்டிடத்தை,ta
தேசமும்,ta
ஏர்லைன்ஸ்,ta
இருக்கை,ta
பெறப்பட்டது,ta
சுவிதா,ta
பொறுமை,ta
கண்டுபிடிக்கப்பட்டது,ta
சென்றடைவதை,ta
குடும்பங்களை,ta
சேர்ந்தவர்களுக்கு,ta
பாதுகாப்பும்,ta
பணியிடங்களை,ta
சேவைகளுக்காக,ta
நிதியமைச்சகத்தின்,ta
தலைநகரப்,ta
வளர்ப்பதற்கு,ta
பதிக்கும்,ta
கொண்டுசெல்ல,ta
நண்பர்களுக்கு,ta
ஏற்படுவது,ta
மாணவர்களிடம்,ta
நபரின்,ta
தர்ஷன்,ta
சித்தரிக்கும்,ta
முகாம்களை,ta
உலர்,ta
நன்னாளில்,ta
டெபாசிட்,ta
சேர்ப்பது,ta
சந்தாதாரர்கள்,ta
கூட்டுச்,ta
உதவுதல்,ta
தீர்ப்பதற்கு,ta
பாடல்,ta
தூண்டுகோலாக,ta
என்சிஇஆர்டி,ta
சமநிலையை,ta
தொழில்நுட்பத்துறையின்,ta
அணுகுமுறையில்,ta
நம்பத்தகுந்த,ta
வாழ்வியல்,ta
இறுதிப்,ta
பாரம்பரியத்தில்,ta
பயன்பெற,ta
அனைவராலும்,ta
கொள்ளப்பட்டுள்ளன,ta
சாதனங்களின்,ta
ஒன்றியம்,ta
வரவேற்றுள்ளது,ta
மட்டங்களில்,ta
ஆதரவான,ta
பார்த்தார்,ta
கபூர்,ta
உயர்நிலைப்,ta
காச,ta
இரத்த,ta
குறைப்பதற்கும்,ta
சமுதாயத்தினருக்கு,ta
பிரிவுகளும்,ta
பணியாற்றிக்,ta
கைவினைஞர்களுக்கு,ta
உதய்,ta
விடுபட்டு,ta
குடிமக்களாக,ta
மாறுவதற்கு,ta
கடைப்பிடித்து,ta
தக்கது,ta
இணையதளக்,ta
முன்னின்று,ta
மாவட்டத்தைச்,ta
முயன்று,ta
வகைசெய்யும்,ta
பயணிகளுக்கான,ta
படித்த,ta
கிடைப்பதற்காக,ta
மகளிருக்கான,ta
எரிசக்திக்,ta
இத்திட்டத்திற்காக,ta
வெளிப்படையாகவும்,ta
கண்டறிவதற்காக,ta
தரப்பட்டுள்ளன,ta
போலியான,ta
ஏற்பாடுகளும்,ta
இப்ராஹிம்,ta
கேட்டுக்கொண்டுள்ளது,ta
இசையின்,ta
பல்லாயிரக்கணக்கான,ta
செய்திருந்தன,ta
கிழக்காசிய,ta
நடைமுறைகளும்,ta
பரியோஜனா,ta
உலகமயமாக்கல்,ta
மரக்கன்றுகளை,ta
கயா,ta
புகைப்படம்,ta
வறுமையில்,ta
முயற்சிக்க,ta
ஏற்படுத்துவதும்,ta
இதழியல்,ta
போராட்டத்துக்கு,ta
புரி,ta
காயமடைந்தவர்கள்,ta
அனுப்புதல்,ta
சோதனையை,ta
குறிக்கோளாக,ta
குறியீடுகளில்,ta
யோஜ்னா,ta
வருவதன்,ta
ஐடிஐ,ta
திரையிடப்படும்,ta
நோயாளிகளுக்கும்,ta
குளிர்சாதன,ta
இம்முறை,ta
பெருக்கம்,ta
அறியவும்,ta
குளிர்பதன,ta
காவிரி,ta
காணொலிக்காட்சி,ta
சென்றடைந்துள்ளது,ta
கருதப்பட்டு,ta
பசிஃபிக்,ta
மொழியை,ta
காலத்திலிருந்து,ta
உள்ளடக்கியதாகும்,ta
மண்டலமாக,ta
தாண்டியது,ta
தெரிவித்துள்ளனர்,ta
அவர்களைச்,ta
ரூபாயும்,ta
மில்லியனுக்கும்,ta
பேசியதாவதுஃ,ta
உருவெடுக்கும்,ta
லீ,ta
அணுகக்கூடிய,ta
இத்தகவல்களை,ta
அணைகளில்,ta
அளவுடன்,ta
தடயவியல்,ta
நோக்கங்களுக்காக,ta
வரைபடத்தில்,ta
வரைபடம்,ta
குழுக்களும்,ta
பார்மர்,ta
கொடுக்கப்பட்டுள்ளன,ta
அனுப்புவது,ta
விருதும்,ta
பிரிவான,ta
மட்டத்திலும்,ta
கொச்சின்,ta
இதேபோன்று,ta
பயன்படுத்தப்பட்ட,ta
வரப்பட்டுள்ளன,ta
திரும்பியுள்ளனர்,ta
நிகழ்வாகும்,ta
தினங்களுக்கு,ta
ஆகியுள்ளது,ta
இன்சூரன்ஸ்,ta
கழிவுப்,ta
ஒளியின்,ta
கெமிக்கல்ஸ்,ta
தொடங்குக,ta
காலநிலை,ta
கடைசியாக,ta
பயனாளிகளில்,ta
ஒழுங்குபடுத்தப்படாத,ta
முறைகளைப்,ta
காவல்துறையினர்,ta
துருவ,ta
ஈஸ்டர்,ta
ஊதா,ta
புவியின்,ta
அடல்ஜி,ta
மேல்நிலை,ta
உச்சிமாநாட்டிற்கு,ta
விண்ணப்பப்,ta
குடியரசுத்துணைத்,ta
ராஞ்சி,ta
நினைவகம்,ta
உணவும்,ta
ஹரிவன்ஷ்,ta
நெருக்கடியின்,ta
புல்வாமா,ta
ஃபானி,ta
இண்டிகோ,ta
நோவல்,ta
வாரியத்தில்,ta
கிடைப்பதற்கான,ta
காலத்திலேயே,ta
செய்துகொள்ள,ta
கற்கும்,ta
பரவச்,ta
நிலங்களை,ta
எடுத்துவரும்,ta
கொள்கைகளில்,ta
சேவையும்,ta
கூட்டுறவிற்கான,ta
செலவினத்தை,ta
நீதிபதிகள்,ta
நிர்வகிக்கும்,ta
தடுப்பூசிகள்,ta
விளாடிமிர்,ta
தாக்கங்கள்,ta
இப்பகுதி,ta
ரஹ்மான்,ta
கூட்டாண்மையை,ta
ஆய்வுக்கு,ta
விரிவுபடுத்தி,ta
கீழும்,ta
பைசல்,ta
வெளிநாட்டுக்,ta
குடிமகனுக்கும்,ta
கூடியிருந்த,ta
பயன்படுத்துவதற்காக,ta
கடனுக்கு,ta
ஏற்படாது,ta
இடங்களும்,ta
கருணைத்,ta
அதிகரித்துவரும்,ta
உற்பத்தியிலும்,ta
தெரிவிக்கப்பட்ட,ta
திருப்பதி,ta
செயல்பாட்டுக்கான,ta
அண்மைக்கால,ta
நீளத்துக்கு,ta
முடியுமோ,ta
மைல்கல்லாக,ta
படிப்புகளில்,ta
యెహోవా,te
నీ,te
నేను,te
నా,te
ఆ,te
వారు,te
నీవు,te
తన,te
ఆయన,te
అతడు,te
అతని,te
దాని,te
మీరు,te
వారి,te
ఈ,te
మీ,te
మరియు,te
వారిని,te
అది,te
గనుక,te
నాకు,te
తమ,te
నన్ను,te
అప్పుడు,te
అని,te
దేవుని,te
నీకు,te
నిన్ను,te
గాని,te
వచ్చి,te
వారికి,te
ఒక,te
తరువాత,te
అయితే,te
చెప్పెను,te
దేవుడు,te
మీకు,te
మాట,te
కుమారుడైన,te
దానిని,te
దేవుడైన,te
వాడు,te
ఆమె,te
వాని,te
కాబట్టి,te
అతనికి,te
చూచి,te
రాజు,te
అను,te
దావీదు,te
అనగా,te
తీసికొని,te
చేసిన,te
మిమ్మును,te
మా,te
వాటిని,te
మేము,te
మన,te
వారితో,te
ఆయనను,te
తిరిగి,te
యెహోవాకు,te
యీ,te
ప్రతి,te
గాక,te
అవి,te
అందుకు,te
ఈలాగు,te
జనులు,te
యేసు,te
దినమున,te
రెండు,te
తాను,te
ఒకడు,te
మోషే,te
యెడల,te
ఏ,te
వాక్కు,te
వాటి,te
గదా,te
ఇశ్రాయేలీయుల,te
రాజైన,te
తండ్రి,te
చెప్పి,te
ఇశ్రాయేలు,te
వచ్చెను,te
పోయి,te
మరల,te
కూడ,te
అతనితో,te
వెళ్లి,te
మరి,te
యెహోవాను,te
అక్కడ,te
చెప్పగా,te
యూదా,te
లేచి,te
పేరు,te
మనము,te
చేసెను,te
అంతట,te
విని,te
సన్నిధిని,te
నిమిత్తము,te
చేసి,te
నుండి,te
గొప్ప,te
ఇదే,te
మాటలు,te
మీద,te
సంగతి,te
మును,te
మీతో,te
బహు,te
చేయు,te
యుండెను,te
మొదలుకొని,te
యెదుట,te
యొద్దకు,te
ఇదిగో,te
దానికి,te
కుమారులు,te
అయినను,te
దృష్టికి,te
ఉండెను,te
ఏలయనగా,te
వారిలో,te
పట్టుకొని,te
ప్రకారము,te
అతనిని,te
ప్రభువు,te
కుమారుడు,te
మూడు,te
వచ్చిన,te
యొక,te
ఇశ్రాయేలీయులు,te
నాతో,te
వానిని,te
ఆజ్ఞ,te
తాము,te
వచ్చిరి,te
బయలుదేరి,te
మాకు,te
కనెను,te
యాకోబు,te
కావున,te
వీరు,te
ప్రభువైన,te
ఇది,te
దేశములో,te
దినములు,te
లేదు,te
నిశ్చయముగా,te
సమస్త,te
నేనే,te
పాపము,te
వంశస్థులు,te
కలిగిన,te
తనకు,te
పని,te
దేశమును,te
వానికి,te
లను,te
సౌలు,te
అనెను,te
దేవా,te
ఆయనకు,te
మమ్మును,te
సెలవిచ్చెను,te
చొప్పున,te
చెప్పిన,te
ఇశ్రా,te
యున్నాడు,te
యుద్ధము,te
పితరుల,te
మీలో,te
నీతో,te
యెరూషలేము,te
చేసిరి,te
నున్న,te
నాలుగు,te
దేవునికి,te
విడిచి,te
ఉండును,te
గూర్చియు,te
భూమి,te
నీళ్లు,te
మనుష్యులు,te
కాదు,te
కలుగును,te
గూర్చి,te
సొలొమోను,te
కాగా,te
కోపము,te
ఆమెను,te
తండ్రియైన,te
పోయెను,te
తీసి,te
ప్రాణము,te
చేయును,te
కొని,te
జ్ఞాపకము,te
ఇరువది,te
చేయుటకు,te
తీర్పు,te
ఏడు,te
మనకు,te
మంచి,te
వలెను,te
ముగా,te
దినము,te
కుమారుని,te
నీవే,te
ఐగుప్తు,te
మధ్య,te
దానిలో,te
సంవత్సరములు,te
యున్నారు,te
వచ్చును,te
మేలు,te
యోసేపు,te
వెండి,te
నిత్యము,te
కుమారుడగు,te
విషయమై,te
క్రీస్తు,te
స్త్రీ,te
పుట్టిన,te
ఆత్మ,te
వచ్చినప్పుడు,te
యాజకుడు,te
నిబంధన,te
అహరోను,te
ఫరో,te
రాగా,te
దేశము,te
అడుగగా,te
జనులను,te
వరకు,te
మొదటి,te
చేత,te
చెయ్యి,te
ప్రమాణము,te
కలిగి,te
రాజును,te
చేయవలెను,te
యున్నది,te
చున్నాను,te
ఉన్న,te
మోషేకు,te
బయలు,te
అబ్రాహాము,te
మీదికి,te
ఎవడును,te
మధ్యను,te
నాశనము,te
తన్ను,te
కొందరు,te
మహా,te
చెప్పు,te
¸,te
రాత్రి,te
దూత,te
వారిమీద,te
అగ్ని,te
పరిశుద్ధ,te
రెండవ,te
నప్పుడు,te
మనస్సు,te
ఇప్పుడు,te
అట్లు,te
బంగారు,te
ప్రార్థన,te
తప్ప,te
భోజనము,te
భూమిమీద,te
యున్నాను,te
యొక్క,te
నీతి,te
బహుగా,te
ముందుగా,te
మనవి,te
మిక్కిలి,te
దినములలో,te
నేడు,te
సమస్తమును,te
యీలాగు,te
కనబడెను,te
పట్టణము,te
ముప్పది,te
విషయములో,te
నిలిచి,te
ములో,te
సెలవిచ్చుచున్నాడు,te
మందిరపు,te
తమకు,te
మనుష్యుడు,te
ప్రభువా,te
శ్రమ,te
జనుల,te
న్యాయము,te
°,te
మందిరమును,te
ప్రత్యక్షపు,te
విరోధముగా,te
మనలను,te
అయిదు,te
దానిమీద,te
ప్రతివాడును,te
యెరూషలేములో,te
నామీద,te
చెప్పిరి,te
చేయ,te
చేయుచు,te
యొర్దాను,te
సెల,te
ఒకని,te
పోయిరి,te
బట్టి,te
నామమును,te
లేక,te
కుమారులను,te
నాయొద్దకు,te
కృప,te
వారును,te
ములు,te
హతము,te
చేయుదురు,te
జ్ఞానము,te
పిల్లలను,te
వారందరు,te
యెరూషలేమునకు,te
సహాయము,te
పడి,te
తల్లి,te
ములను,te
ఇశ్రాయేలీయులకు,te
దేశమునకు,te
చేయగా,te
మనుష్యుని,te
చేసెదను,te
ఆయనతో,te
కీడు,te
మూడవ,te
పది,te
పట్టణమును,te
దిగి,te
యుండును,te
వచ్చు,te
తోడుకొని,te
ప్రత్యక్షమై,te
అచ్చట,te
నిర్మూలము,te
డైన,te
వర్తమానము,te
పెట్టెను,te
కన్నులు,te
చేతిలోనుండి,te
మనుష్యులను,te
దురు,te
యెహోషువ,te
పంపెను,te
హృదయము,te
కుమారులును,te
ఏమి,te
అందులో,te
మైన,te
ఈలాగున,te
యింటికి,te
మార్గమున,te
మనష్షే,te
దావీదును,te
ఆహారము,te
క్రింద,te
బయటికి,te
మునకు,te
ఎదుట,te
లేడు,te
ఇతడు,te
నెల,te
వెలుపలికి,te
చేయుడి,te
కాలము,te
ప్రజలు,te
వెంటనే,te
భూమిని,te
ఆలాగు,te
చూడగా,te
ఏమియు,te
బబులోను,te
నట్లు,te
చేయుము,te
ఎవడైనను,te
కూడి,te
వాక్యము,te
రాజ్యము,te
వాటిలో,te
నీవును,te
యేడు,te
అనేకులు,te
రండి,te
బలి,te
ఆమెతో,te
యెహో,te
కలిగెను,te
వాటికి,te
పండ్రెండు,te
మహిమ,te
అక్కడనుండి,te
ఇక,te
ప్రాణమును,te
యున్నావు,te
విశ్రాంతి,te
ఇశ్రాయేలీ,te
మందిరము,te
చెప్పుచున్నాను,te
చుట్టు,te
లును,te
ఇంకను,te
అనేక,te
కొంచెము,te
యాజకుడైన,te
నామము,te
నుండెను,te
మొదట,te
సున్నతి,te
జనులకు,te
సహోదరులారా,te
చిన్న,te
నోరు,te
నలువది,te
త్వరగా,te
కాలమున,te
సెలవిచ్చిన,te
చున్నాడు,te
అనుసరించి,te
మీరును,te
రక్షణ,te
తెలిసికొని,te
యింట,te
యొద్ద,te
దేశమందు,te
స్వాస్థ్యము,te
ఆయనే,te
ముఖము,te
ఉన్నది,te
మంది,te
చేసికొని,te
ఫిలిష్తీయుల,te
చేతికి,te
నది,te
యుండిరి,te
ఇచ్చెను,te
నుండును,te
పిమ్మట,te
సరిహద్దు,te
లోపలికి,te
అరణ్యములో,te
దగ్గర,te
దావీదునకు,te
యే,te
నకు,te
కట్టడలను,te
కును,te
తమ్మును,te
చేయుటకై,te
కూడదు,te
అట్టి,te
యాజకులు,te
పోవును,te
వెళ్లెను,te
దగ్గరకు,te
నివసించు,te
కలుగు,te
ఎవడు,te
చున్నారు,te
ఇట్లనెను,te
తిని,te
యింటి,te
ఇస్సాకు,te
భయపడి,te
తెలియ,te
యందు,te
ధర్మశాస్త్రము,te
సేవకుడైన,te
ఉండవలెను,te
ఆజ్ఞలను,te
మందసమును,te
ప్రభువగు,te
శిష్యులు,te
నడుగగా,te
రక్తము,te
బలిపీఠము,te
నియమించిన,te
ఆలోచన,te
ఇకను,te
యిద్దరు,te
జనము,te
దయచేసి,te
బలము,te
పంపి,te
క్రియలను,te
పట్టణపు,te
నూట,te
భార్య,te
నుండియు,te
మాత్రమే,te
తులముల,te
కాక,te
ఆలకించుడి,te
ప్రతిగా,te
పట్టణములో,te
ఆలాగే,te
నిబంధనను,te
ద్రాక్షారసము,te
వెనుకకు,te
కొరకు,te
రాజునకు,te
దేశ,te
గల,te
వేసి,te
పిల్లలు,te
చేయక,te
నేటివరకు,te
నేనును,te
యుండి,te
ఎవరును,te
బట్టలు,te
మోషేతో,te
ఇశ్రాయేలీయులలో,te
బొత్తిగా,te
మూరలు,te
యుండగా,te
యెరూష,te
పేతురు,te
అంతయు,te
ఏబది,te
చూచితిని,te
విస్తారమైన,te
ప్రజలను,te
ఇవి,te
కార్యము,te
చేసినయెడల,te
చేయవలెనని,te
పట్టణమునకు,te
తల,te
ఇశ్రాయేలీయులను,te
ప్రాయశ్చిత్తము,te
సీయోను,te
అధిపతియగు,te
యోహాను,te
దేశపు,te
పుట్టెను,te
కుమార్తె,te
చేతులు,te
మోయాబు,te
తానే,te
లేకుండ,te
యేసుక్రీస్తు,te
పౌలు,te
మందు,te
పేరట,te
నిజముగా,te
ఒకటి,te
చున్నది,te
ఎఫ్రాయిము,te
మాటలను,te
శత్రువులు,te
హిజ్కియా,te
పెద్ద,te
రక్తమును,te
ఇచ్చి,te
నీయొద్దకు,te
కుమారుడును,te
మనుష్యుల,te
క్రియలు,te
ఉండి,te
సకల,te
సువార్త,te
స్వరము,te
ముగ్గురు,te
రండని,te
ఆమెకు,te
పోయిన,te
ఉంచి,te
క్రొత్త,te
సైన్యములకధిపతియగు,te
మరియొక,te
మాత్రము,te
యుల,te
తెచ్చి,te
భయము,te
సంగతులు,te
తెలియును,te
ఆరు,te
మరణము,te
కృతజ్ఞతాస్తుతులు,te
నొద్దకు,te
యొద్దనుండి,te
ఒక్క,te
అయ్యో,te
ధైర్యము,te
యూదులు,te
తండ్రిని,te
చేయుట,te
కుమా,te
ఏడవ,te
దానితో,te
కుమారు,te
దేవతలను,te
భయభక్తులు,te
ఏలాగు,te
నరపుత్రుడా,te
దినమందు,te
భార్యను,te
ఏల,te
కాని,te
స్థలము,te
మారుగా,te
సాక్ష్యము,te
నీతిని,te
యూదారాజైన,te
యేసును,te
పెట్టి,te
రెండువందల,te
గుడారము,te
కలిసి,te
ఇంక,te
నమస్కారము,te
నను,te
శిక్ష,te
కొండ,te
రాజుగా,te
యరొబాము,te
గూర్చిన,te
వెలుగు,te
నేల,te
సహోదరుని,te
మూరల,te
సంవత్సరమున,te
కుమారుడా,te
ఏశావు,te
స్థలమునకు,te
ఖడ్గము,te
సమూయేలు,te
యిర్మీయా,te
పశువులను,te
యా,te
పెండ్లి,te
కుమార్తెలను,te
సంవత్సరము,te
రావలెను,te
రాజుతో,te
నున్నది,te
మను,te
పితరులు,te
నిమిత్తమును,te
పక్షమున,te
అర్పింపవలెను,te
యుద్ధమునకు,te
తిరుగుబాటు,te
మార్గము,te
అహాబు,te
కొట్టి,te
ప్రజలకు,te
వేల,te
అధిపతి,te
హృదయమును,te
మీదను,te
మందిరమునకు,te
ప్రభువును,te
నని,te
పోవు,te
చేతిలో,te
వెనుక,te
వెళ్లిరి,te
టకు,te
అతనిమీద,te
యితర,te
కొందరిని,te
విస్తారముగా,te
ప్రతివాడు,te
కార్యములను,te
యోవాబు,te
సైన్యములకు,te
దిగిరి,te
ఇద్దరు,te
కుమారుల,te
గొఱ్ఱలను,te
వస్త్రములను,te
తగిన,te
దేవు,te
ద్వారా,te
చూచుచుండగా,te
ఫలము,te
దీని,te
అప్పుడతడు,te
వినుడి,te
అందువలన,te
పట్టణములను,te
కూర్చుండి,te
స్వాస్థ్యముగా,te
వస్త్రములు,te
దూరముగా,te
కుమారులలో,te
నిత్యమైన,te
ఒక్కొక్క,te
నీమీద,te
ప్రవేశించి,te
నామమునుబట్టి,te
కేకలు,te
యెహోవాయందు,te
రాజుల,te
గాను,te
అష్షూరు,te
బడును,te
తలమీద,te
విషయములోను,te
ఇకమీదట,te
అక్కడికి,te
రాజాయెను,te
పడెను,te
భాగము,te
పంపిన,te
వారందరును,te
ఇశ్రాయేలీయులతో,te
సమాధానము,te
స్తుతించుడి,te
అడిగెను,te
కనిన,te
కాలమందు,te
యున్నవి,te
దేశములోనుండి,te
దాటి,te
గొఱ్ఱ,te
పొలమును,te
నాయందు,te
మందిరములో,te
సెలవిచ్చు,te
ప్రవక్తయైన,te
లలో,te
డెబ్బది,te
లేకపోయెను,te
లోను,te
చంపి,te
యులు,te
పాలు,te
రమ్ము,te
దూతలను,te
నియమించెను,te
ఐగుప్తులోనుండి,te
సెలవియ్యగా,te
బలిపీఠముమీద,te
వెడల్పు,te
నీకును,te
ఉండిరి,te
ఆకాశము,te
మున,te
ముందు,te
జనమును,te
తెలిసి,te
ముందర,te
ననుసరించి,te
తెలిసికొందురు,te
లేవీయులు,te
దేవదారు,te
ఏలెను,te
ఆయనయొద్దకు,te
సహోదరుడైన,te
సమాచారము,te
వేరు,te
జనులందరును,te
చూచు,te
జ్ఞానమును,te
జనములను,te
మీరందరు,te
చూచినప్పుడు,te
తూర్పు,te
వ్యాపించెను,te
కనాను,te
అందుచేత,te
ఆలాగున,te
మిగుల,te
చెప్పుము,te
రప్పించి,te
శత్రువుల,te
వలన,te
యుండవలెను,te
జీవముతోడు,te
చేయబడిన,te
దండు,te
జాగ్రత్తగా,te
ధూపము,te
జనులందరు,te
రాజ్యమును,te
అటు,te
సంబంధమైన,te
బాగుగా,te
బలిపీఠమును,te
నేమి,te
జనముల,te
ప్రవక్త,te
ఉన్నారు,te
సూచక,te
దోషమును,te
ప్రకారముగా,te
యాజ,te
యోనాతాను,te
ఆకాశ,te
గొఱ్ఱల,te
చేయుదును,te
జనములు,te
పట్టణములు,te
ఫిలిష్తీయులు,te
తట్టు,te
చుండగా,te
యిల్లు,te
యెదుటనుండి,te
ప్రజల,te
దేవుడును,te
జనులలో,te
దాసుడనైన,te
బుద్ధి,te
ఖడ్గముచేత,te
అందరు,te
ఎంత,te
మాంసము,te
కట్టించెను,te
కట్టుకొని,te
వచ్చెదరు,te
పిలిచి,te
మరణశిక్ష,te
మిగిలిన,te
వారికిని,te
సహోదరులు,te
పంపగా,te
అంతలో,te
సంగతులను,te
కారు,te
వానితో,te
రాజునొద్దకు,te
సెలా,te
యుండుట,te
పొలములో,te
బట్టియు,te
యొకడు,te
ఎదురుగా,te
మరునాడు,te
చేసితిని,te
ఇట్లు,te
అందరును,te
ఎంతో,te
ఆజ్ఞాపించెను,te
కలదు,te
లెక్క,te
చేసినట్లు,te
కలుగునట్లు,te
ఒకడును,te
దిన,te
పొందిన,te
పదియవ,te
దహనబలి,te
పట్టణ,te
ఇక్కడ,te
ఉదయమున,te
యుందురు,te
ఉన్నవి,te
పితరులతో,te
వలెనని,te
పాపమును,te
రప్పించిన,te
అధికారము,te
ధర్మశాస్త్రమును,te
క్రొవ్వును,te
నిలుచును,te
అనియు,te
దను,te
నామమున,te
ఆజ్ఞాపించిన,te
కట్టి,te
నాకును,te
తప్పించుకొని,te
నీళ్లతో,te
మీయొద్దకు,te
రాయి,te
గిలాదు,te
విగ్రహములను,te
కుమారులైన,te
అర్పించు,te
చుట్టునున్న,te
బంగారమును,te
చూచెను,te
కట్టించి,te
అతనియొద్దకు,te
సంతానము,te
లకు,te
బడెను,te
కలుగ,te
యేలు,te
బెన్యామీను,te
ప్రేమ,te
ఎక్కి,te
జరుగును,te
మందసము,te
విధులను,te
గ్రంథమందు,te
భార్యయైన,te
ప్రక్కను,te
ఐగుప్తులో,te
నాతోకూడ,te
ఒకవేళ,te
చేయుమని,te
ఎవని,te
వింటిని,te
నిలువబడి,te
ఎక్కువ,te
దహన,te
జరిగిన,te
చేయించెను,te
తోను,te
ఆజ్ఞాపించినట్లు,te
పై,te
పాప,te
మందిర,te
ఆత్మను,te
ఉన్నత,te
చాల,te
వ్రాయబడియున్నది,te
శత్రువులను,te
ఆయనయందు,te
విశ్వాసము,te
ఉంచెను,te
సన్నిధికి,te
యిరువది,te
తనతో,te
ఆకాశమునుండి,te
మని,te
ఉత్తర,te
దయ,te
కొండమీద,te
లోనికి,te
సహోదరులును,te
బిగ్గరగా,te
చూడుడి,te
మాని,te
గాలి,te
వారిమీదికి,te
యూదుల,te
నేలను,te
కొన్ని,te
చేయువాడు,te
నీయందు,te
ఎట్లనగా,te
పారిపోయి,te
ఆహారమును,te
నాయొద్ద,te
యజమానుని,te
ఉన్నాడు,te
నందరిని,te
వినబడెను,te
రాజుయొక్క,te
వేలమంది,te
అవమానము,te
అబ్షాలోము,te
యెహోషాపాతు,te
ఏలీయా,te
వందనములు,te
ఎక్కడ,te
నైనను,te
గుడారములో,te
కాడు,te
పొట్టేలును,te
దేశమున,te
దోషము,te
ఇతని,te
స్త్రీలు,te
చుండెను,te
అదే,te
నియ,te
మీరే,te
అహరోనును,te
ఎలియాజరు,te
రాళ్లతో,te
బలిగా,te
సముద్రము,te
ఇత్తడి,te
బడిన,te
దిక్కున,te
గోత్రములో,te
వెండిని,te
చెడుతనము,te
సౌలును,te
వేసెను,te
లోయలో,te
రాజులు,te
వారినందరిని,te
నివాసము,te
చూచిన,te
అనిరి,te
సంవత్సరమందు,te
నాలుక,te
చెప్పుదురు,te
ధ్వని,te
యున్నాము,te
వచ్చుచున్నది,te
ఆనుకొని,te
భక్తిహీనుల,te
మృతులలోనుండి,te
నాలుగవ,te
అందు,te
చేయించి,te
చూడుము,te
చెను,te
కన్ను,te
అతి,te
యెదుటను,te
ఇచ్చిన,te
ఎక్కువగా,te
సమకూర్చి,te
పట్టు,te
ఆలాగుననే,te
తెచ్చుకొని,te
లేవీయుల,te
ఉండు,te
జనులును,te
సేవకులు,te
ధరించుకొని,te
ఏదియు,te
ఆజ్ఞను,te
పాపములను,te
ఘనత,te
ఇశ్రాయేలువారు,te
ఈయన,te
